Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
KNOKKE-HEIST - FH08;317284;BL0810;;31668026;317284;;Azalealaan 2_Meerlaan 139;Azalealaan;2;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;12834;BL0810;;31667779;12834;;Azalealaan 2_Meerlaan 139;Meerlaan;139;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759496;BL0819;;31667908;2759496;;Eeuwfeestlaan 42-44;Eeuwfeestlaan;42;;;;Geert Stockman;MDU;0;3;0;3;BUILDING template
KNOKKE-HEIST - FH08;2759498;BL0819;;33593097;2759498;;Eeuwfeestlaan 42-44;Eeuwfeestlaan;44;;;;Geert Stockman;MDU;0;6;0;6;BUILDING template
KNOKKE-HEIST - FH08;5579360;BL0809;;31668198;5579360;;Elizabetlaan 206-208;Elizabetlaan;206;;;;Hidde Kiekens;MDU;0;7;1;8;BUILDING template
KNOKKE-HEIST - FH08;245254;BL0809;;33593103;245254;;Elizabetlaan 206-208;Elizabetlaan;208;;;;Hidde Kiekens;MDU;0;7;1;8;BUILDING template
KNOKKE-HEIST - FH08;317236;BL0806;;31668010;317236;;Elizabetlaan 209_Zeerobbenlaan 16;Zeerobbenlaan;16;;;;Geert Stockman;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH08;317247;BL0806;;31668015;317247;;Elizabetlaan 209_Zeerobbenlaan 16;Elizabetlaan;209;;;;Geert Stockman;SDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH08;12938;BL0807;;31667801;12938;;Elizabetlaan 219_Rozenlaan 12;Elizabetlaan;219;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;6399215;BL0807;;33593061;6399215;;Elizabetlaan 219_Rozenlaan 12;Rozenlaan;12;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;319487;BL0808;;33593052;319487;;Elizabetlaan 223_Paul Van Der Meerschenlaan 14;Paul Van der Meerschenlaan;14;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH08;319466;BL0808;;31668064;319466;;Elizabetlaan 223_Paul Van Der Meerschenlaan 14;Elizabetlaan;223;;;;Hidde Kiekens;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH08;4346136;BL0808;;31668179;4346136;;Jozef Nellenslaan 42-44;Jozef Nellenslaan;42;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4346137;BL0808;;31668180;4346137;;Jozef Nellenslaan 42-44;Jozef Nellenslaan;44;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;319479;BL0801;;1804896;319479;;Jozef Nellenslaan 49-51;Jozef Nellenslaan;49;;;;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH08;6524227;BL0801;;33593054;6524227;;Jozef Nellenslaan 49-51;Jozef Nellenslaan;51;;;;Maayken Vanfleteren;MDU;0;9;1;10;BUILDING template
KNOKKE-HEIST - FH08;4344979;BL0807;;31668168;4344979;;Jozef Nellenslaan 64-66;Jozef Nellenslaan;64;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2764270;BL0807;;31667973;2764270;;Jozef Nellenslaan 64-66;Jozef Nellenslaan;66;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2764271;BL0807;;31667974;2764271;;Jozef Nellenslaan 68-70;Jozef Nellenslaan;68;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2764272;BL0807;;31667975;2764272;;Jozef Nellenslaan 68-70;Jozef Nellenslaan;70;;;;Hidde Kiekens;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2764278;BL0806;;31667978;2764278;;Jozef Nellenslaan 76-78;Jozef Nellenslaan;78;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;317250;BL0806;;31668017;317250;;Jozef Nellenslaan 76-78;Jozef Nellenslaan;76;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2764285;BL0802;;31667980;2764285;;Jozef Nellenslaan 89-91-93;Jozef Nellenslaan;89;;;;Maayken Vanfleteren;MDU;0;8;1;9;BUILDING template
KNOKKE-HEIST - FH08;245273;BL0802;;33593058;245273;;Jozef Nellenslaan 89-91-93;Jozef Nellenslaan;93;;;;Maayken Vanfleteren;MDU;0;8;1;9;BUILDING template
KNOKKE-HEIST - FH08;2764288;BL0802;;33593056;2764288;;Jozef Nellenslaan 89-91-93;Jozef Nellenslaan;91;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;5579458;BL0801;;31668200;5579458;;Lentelaan 13-15;Lentelaan;13;;;;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH08;319476;BL0801;;33593047;319476;;Lentelaan 13-15;Lentelaan;15;;;;Maayken Vanfleteren;MDU;0;9;1;10;BUILDING template
KNOKKE-HEIST - FH08;2762731;BL0801;;31667952;2762731;;Lentelaan 7-9;Lentelaan;7;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2762733;BL0801;;33593046;2762733;;Lentelaan 7-9;Lentelaan;9;;;;Maayken Vanfleteren;MDU;0;6;1;7;BUILDING template
KNOKKE-HEIST - FH08;317511;BL0804;;31668053;317511;;Jozef Nellenslaan 107_Zeerobbenlaan 7-9;Jozef Nellenslaan;107;;;;Geert Stockman;MDU;0;22;1;23;BUILDING template
KNOKKE-HEIST - FH08;317516;BL0804;;31668056;317516;;Jozef Nellenslaan 107_Zeerobbenlaan 7-9;Zeerobbenlaan;7;;;;Geert Stockman;MDU;0;14;1;15;BUILDING template
KNOKKE-HEIST - FH08;NB-83019e17111;;;;NB-83019e17111;;Jozef Nellenslaan 107_Zeerobbenlaan 7-9;Zeerobbenlaan;9;;;2020-05-12;Geert Stockman;MDU;0;17;1;18;BUILDING template
KNOKKE-HEIST - FH08;5579496;BL0801;;33593051;5579496;;Paul Van Der Meerschenlaan 4-6;Paul Van der Meerschenlaan;6;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;319485;BL0801;;31668075;319485;;Paul Van Der Meerschenlaan 4-6;Paul Van der Meerschenlaan;4;;;;Maayken Vanfleteren;MDU;0;11;1;12;BUILDING template
KNOKKE-HEIST - FH08;2757808;BL0803;;33593083;2757808;;Rozenlaan 1_Zeedijk-Albertstrand 466-467-468_Zeerobbenlaan 4;Zeedijk-Albertstrand;466;;;;Maayken Vanfleteren;MDU;0;21;0;21;BUILDING template
KNOKKE-HEIST - FH08;2757812;BL0803;;33593084;2757812;;Rozenlaan 1_Zeedijk-Albertstrand 466-467-468_Zeerobbenlaan 4;Zeedijk-Albertstrand;467;;;;Maayken Vanfleteren;MDU;0;22;1;23;BUILDING template
KNOKKE-HEIST - FH08;317245;BL0803;;33593059;317245;;Rozenlaan 1_Zeedijk-Albertstrand 466-467-468_Zeerobbenlaan 4;Rozenlaan;1;;;;Maayken Vanfleteren;MDU;0;18;1;19;BUILDING template
KNOKKE-HEIST - FH08;317248;BL0803;;33593085;317248;;Rozenlaan 1_Zeedijk-Albertstrand 466-467-468_Zeerobbenlaan 4;Zeedijk-Albertstrand;468;;;;Maayken Vanfleteren;MDU;0;22;1;23;BUILDING template
KNOKKE-HEIST - FH08;5579579;BL0803;;33593064;5579579;;Rozenlaan 1_Zeedijk-Albertstrand 466-467-468_Zeerobbenlaan 4;Zeerobbenlaan;4;;;;Maayken Vanfleteren;MDU;0;17;1;18;BUILDING template
KNOKKE-HEIST - FH08;245261;BL0802;;33593060;245261;;Rozenlaan 2_Zeedijk-Albertstrand 464-465;Rozenlaan;2;;;;Maayken Vanfleteren;MDU;0;16;1;17;BUILDING template
KNOKKE-HEIST - FH08;245270;BL0802;;33593081;245270;;Rozenlaan 2_Zeedijk-Albertstrand 464-465;Zeedijk-Albertstrand;464;;;;Maayken Vanfleteren;MDU;0;24;1;25;BUILDING template
KNOKKE-HEIST - FH08;5579246;BL0802;;33593082;5579246;;Rozenlaan 2_Zeedijk-Albertstrand 464-465;Zeedijk-Albertstrand;465;;;;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH08;245265;BL0802;;33593072;245265;;Zeedijk-Albertstrand 452-453;Zeedijk-Albertstrand;452;;;;Maayken Vanfleteren;MDU;0;19;1;20;BUILDING template
KNOKKE-HEIST - FH08;5579243;BL0802;;33593073;5579243;;Zeedijk-Albertstrand 452-453;Zeedijk-Albertstrand;453;;;;Maayken Vanfleteren;MDU;0;19;1;20;BUILDING template
KNOKKE-HEIST - FH08;245268;BL0802;;33593077;245268;;Zeedijk-Albertstrand 460-461;Zeedijk-Albertstrand;460;;;;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH08;5579244;BL0802;;33593078;5579244;;Zeedijk-Albertstrand 460-461;Zeedijk-Albertstrand;461;;;;Maayken Vanfleteren;MDU;0;8;1;9;BUILDING template
KNOKKE-HEIST - FH08;245269;BL0802;;33593079;245269;;Zeedijk-Albertstrand 462-463;Zeedijk-Albertstrand;462;;;;Maayken Vanfleteren;MDU;0;8;1;9;BUILDING template
KNOKKE-HEIST - FH08;5579245;BL0802;;33593080;5579245;;Zeedijk-Albertstrand 462-463;Zeedijk-Albertstrand;463;;;;Maayken Vanfleteren;MDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH08;3939670;BL0803;;31668153;3939670;;Zeerobbenlaan 8-10;Zeerobbenlaan;8;;;;Maayken Vanfleteren;MDU;0;16;1;17;BUILDING template
KNOKKE-HEIST - FH08;317239;BL0803;;33593065;317239;;Zeerobbenlaan 8-10;Zeerobbenlaan;10;;;;Maayken Vanfleteren;MDU;0;11;1;12;BUILDING template
KNOKKE-HEIST - FH08;2757896;BL0809;;31667860;2757896;;;Arcadelaan;19;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320223;BL0819;;31668119;320223;;;Kapellaan;49;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2757899;BL0809;;31667861;2757899;;;Arcadelaan;21;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320225;BL0818;;31668120;320225;;;Kapellaan;48;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2757902;BL0809;;31667862;2757902;;;Arcadelaan;25;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320227;BL0821;;31668121;320227;;;Meerlaan;109;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2757903;BL0809;;31667863;2757903;;;Arcadelaan;27;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320228;BL0820;;31668122;320228;;;Meerlaan;111;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2757906;BL0809;;31667864;2757906;;;Arcadelaan;31;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320230;BL0823;;31668123;320230;;;Eeuwfeestlaan;41;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2757908;BL0809;;31667865;2757908;;;Arcadelaan;33;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320232;BL0821;;31668124;320232;;;Eeuwfeestlaan;39;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2757914;BL0816;;31667866;2757914;;;Arcadelaan;54;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320233;BL0820;;31668125;320233;;;Eeuwfeestlaan;33;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2757915;BL0815;;31667867;2757915;;;Arcadelaan;60;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320234;BL0819;;31668126;320234;;;Eeuwfeestlaan;32;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2757924;BL0811;;31667868;2757924;;;Azalealaan;3;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320235;BL0821;;31668127;320235;;;Eeuwfeestlaan;35;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2757925;BL0810;;31667869;2757925;;;Azalealaan;6;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320236;BL0823;;31668128;320236;;;Eeuwfeestlaan;47;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758021;BL0823;;31667870;2758021;;;Begoniapad;3;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320237;BL0823;;31668129;320237;;;Eeuwfeestlaan;49;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758022;BL0822;;31667871;2758022;;;Begoniapad;4;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320238;BL0821;;31668130;320238;;;Kapellaan;51;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758023;BL0823;;31667872;2758023;;;Begoniapad;5;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320239;BL0822;;31668131;320239;;;Kapellaan;52;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758024;BL0822;;31667873;2758024;;;Begoniapad;6;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320240;BL0822;;31668132;320240;;;Kapellaan;54;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758025;BL0823;;31667874;2758025;;;Begoniapad;7;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320241;BL0821;;31668133;320241;;;Kapellaan;55;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758026;BL0822;;31667875;2758026;;;Begoniapad;8;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320242;BL0823;;31668134;320242;;;Begoniapad;1;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758027;BL0822;;31667876;2758027;;;Begoniapad;10;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320243;BL0823;;31668136;320243;;;Begoniapad;9;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758028;BL0816;;31667877;2758028;;;Beiaardlaan;4;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320244;BL0822;;31668137;320244;;;Begoniapad;12;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758029;BL0815;;31667878;2758029;;;Beiaardlaan;5;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320245;BL0822;;31668138;320245;;;Begoniapad;2;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758030;BL0815;;31667879;2758030;;;Beiaardlaan;7;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320246;BL0821;;31668139;320246;;;Sneppenpad;2;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758031;BL0816;;31667880;2758031;;;Beiaardlaan;12;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320247;BL0820;;31668140;320247;;;Sneppenpad;3;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758032;BL0815;;31667881;2758032;;;Beiaardlaan;13;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320248;BL0821;;31668141;320248;;;Sneppenpad;4;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758033;BL0816;;31667882;2758033;;;Beiaardlaan;14;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320249;BL0820;;31668142;320249;;;Sneppenpad;5;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758034;BL0815;;31667884;2758034;;;Beiaardlaan;15;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320250;BL0821;;31668143;320250;;;Sneppenpad;6;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2758035;BL0816;;31667885;2758035;;;Beiaardlaan;18;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320258;BL0818;;31668144;320258;;;Acacialaan;27;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759470;BL0811;;31667886;2759470;;;Eeuwfeestlaan;7;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320260;BL0818;;31668145;320260;;;Acacialaan;39;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759471;BL0811;;31667887;2759471;;;Eeuwfeestlaan;9;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320262;BL0824;;31668146;320262;;;Acacialaan;78;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759472;BL0812;;31667888;2759472;;;Eeuwfeestlaan;10;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320264;BL0824;;31668147;320264;;;Eeuwfeestlaan;66;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759473;BL0811;;31667889;2759473;;;Eeuwfeestlaan;11;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;320266;BL0823;;31668148;320266;;;Eeuwfeestlaan;53;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759474;BL0812;;31667890;2759474;;;Eeuwfeestlaan;12;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;33474;BL0804;;31668149;33474;;;Meerlaan;145;;;;Geert Stockman;MDU;0;26;1;27;BUILDING template
KNOKKE-HEIST - FH08;2759476;BL0811;;31667891;2759476;;;Eeuwfeestlaan;13;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;3939552;BL0824;;31668151;3939552;;;Eeuwfeestlaan;58;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759477;BL0812;;31667892;2759477;;;Eeuwfeestlaan;14;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;3939617;BL0807;;31668152;3939617;;;Paul Van der Meerschenlaan;11;;;;Hidde Kiekens;MDU;0;2;0;2;BUILDING template
KNOKKE-HEIST - FH08;2759478;BL0811;;31667893;2759478;;;Eeuwfeestlaan;15;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759479;BL0812;;31667894;2759479;;;Eeuwfeestlaan;16;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;3988549;BL0811;;31668154;3988549;;;Meerlaan;129;;;;Hidde Kiekens;SDU;1;0;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759481;BL0811;;31667895;2759481;;;Eeuwfeestlaan;17;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4003215;BL0811;;31668155;4003215;;;Meerlaan;121;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759482;BL0812;;31667896;2759482;;;Eeuwfeestlaan;18;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4023919;BL0824;;31668157;4023919;;;Eeuwfeestlaan;60;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759483;BL0811;;31667897;2759483;;;Eeuwfeestlaan;19;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4029122;BL0814;;31668158;4029122;;;Theresialaan;4;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759484;BL0812;;31667898;2759484;;;Eeuwfeestlaan;20;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4040163;BL0817;;31668159;4040163;;;Acacialaan;64;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759485;BL0811;;31667899;2759485;;;Eeuwfeestlaan;21;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4060375;BL0809;;31668160;4060375;;;Theresialaan;7;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759486;BL0811;;31667900;2759486;;;Eeuwfeestlaan;23;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4151487;BL0812;;31668161;4151487;;;Eeuwfeestlaan;8;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759488;BL0811;;31667901;2759488;;;Eeuwfeestlaan;25;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4213503;BL0809;;31668162;4213503;;;Arcadelaan;29;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759489;BL0811;;31667902;2759489;;;Eeuwfeestlaan;29;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4269199;BL0820;;31668163;4269199;;;Waterloostraat;4;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759491;BL0819;;31667903;2759491;;;Eeuwfeestlaan;34;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4343553;BL0805;;31668164;4343553;;;Jozef Nellenslaan;94;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759492;BL0819;;31667904;2759492;;;Eeuwfeestlaan;36;;;;Geert Stockman;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4343554;BL0805;;31668165;4343554;;;Jozef Nellenslaan;96;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759493;BL0821;;31667905;2759493;;;Eeuwfeestlaan;37;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4344602;BL0803;;31668166;4344602;;;Jozef Nellenslaan;99;;;;Maayken Vanfleteren;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759494;BL0819;;31667906;2759494;;;Eeuwfeestlaan;38;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4344608;BL0806;;31668167;4344608;;;Jozef Nellenslaan;88;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759495;BL0819;;31667907;2759495;;;Eeuwfeestlaan;40;;;;Geert Stockman;MDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;4344983;BL0809;;31668169;4344983;;;Elizabetlaan;190;;;;Hidde Kiekens;SDU;0;1;0;1;BUILDING template
KNOKKE-HEIST - FH08;2759497;BL0823;;31667909;2759497;;;Eeuwfeestlaan;43;;;;Maayken Vanfleteren;MDU;0;1;0;1;BUILDING template
