LAM MK;LU Key;BLOCK_NR;BLOCK_NR_LU
72432;8345827;BL0505;BL0505
72432;8350222;BL0505;BL0505
72432;8350223;BL0505;BL0505
72432;8350224;BL0505;BL0505
72432;8350225;BL0505;BL0505
72432;8354912;BL0505;BL0505
72432;8354913;BL0505;BL0505
72432;8354914;BL0505;BL0505
72432;8354915;BL0505;BL0505
72432;8354916;BL0505;BL0505
72432;8354917;BL0505;BL0505
72432;8354918;BL0505;BL0505
72432;8354919;BL0505;BL0505
72432;8359445;BL0505;BL0505
72432;8363775;BL0505;BL0505
72432;8363776;BL0505;BL0505
72432;8363777;BL0505;BL0505
72432;8363778;BL0505;BL0505
5579292;11337674;BL0505;BL0505
2758544;11337672;BL0505;BL0505
2758547;8335100;BL0505;BL0505
2758547;8343521;BL0505;BL0505
2758547;8352212;BL0505;BL0505
2758547;8357162;BL0505;BL0505
2758549;8336778;BL0505;BL0505
2758549;8345336;BL0505;BL0505
2758549;8349725;BL0505;BL0505
2758549;8354385;BL0505;BL0505
2758549;8358973;BL0505;BL0505
72418;11337593;BL0505;BL0505
72419;8333017;BL0505;BL0505
72419;8333018;BL0505;BL0505
72419;8333019;BL0505;BL0505
72419;8333020;BL0505;BL0505
72419;8337261;BL0505;BL0505
72419;8337262;BL0505;BL0505
72419;8341383;BL0505;BL0505
72419;8341384;BL0505;BL0505
72419;8341385;BL0505;BL0505
72419;8345828;BL0505;BL0505
72419;8345829;BL0505;BL0505
72419;8345830;BL0505;BL0505
72419;8345831;BL0505;BL0505
72419;8345832;BL0505;BL0505
72419;8345833;BL0505;BL0505
72419;8345834;BL0505;BL0505
72419;8350226;BL0505;BL0505
72419;8350227;BL0505;BL0505
72419;8350228;BL0505;BL0505
72419;8350229;BL0505;BL0505
72419;8350230;BL0505;BL0505
72419;8354920;BL0505;BL0505
72419;8354921;BL0505;BL0505
72419;8354922;BL0505;BL0505
72419;8359446;BL0505;BL0505
72419;8359447;BL0505;BL0505
72419;8359448;BL0505;BL0505
72419;8359449;BL0505;BL0505
72419;8359450;BL0505;BL0505
72419;8363779;BL0505;BL0505
72419;8363780;BL0505;BL0505
72419;8363781;BL0505;BL0505
2768216;11337585;BL0505;BL0505
72421;11337577;BL0505;BL0505
72423;8332498;BL0505;BL0505
72423;8332499;BL0505;BL0505
72423;8336779;BL0505;BL0505
72423;8340888;BL0505;BL0505
72423;8340889;BL0505;BL0505
72423;8340890;BL0505;BL0505
72423;8340891;BL0505;BL0505
72423;8345337;BL0505;BL0505
72423;8345338;BL0505;BL0505
72423;8345339;BL0505;BL0505
72423;8349726;BL0505;BL0505
72423;8349727;BL0505;BL0505
72423;8354386;BL0505;BL0505
72423;8354387;BL0505;BL0505
72423;8354388;BL0505;BL0505
72423;8358974;BL0505;BL0505
72423;8358975;BL0505;BL0505
72423;8363276;BL0505;BL0505
72423;8363277;BL0505;BL0505
72423;8363278;BL0505;BL0505
1024244;8333356;BL0506;BL0506
1024244;8333357;BL0506;BL0506
1024244;8337557;BL0506;BL0506
1024244;8341733;BL0506;BL0506
1024244;8346149;BL0506;BL0506
1024244;8346150;BL0506;BL0506
1024244;8350528;BL0506;BL0506
1024244;8350529;BL0506;BL0506
1024244;8355271;BL0506;BL0506
1024244;8355272;BL0506;BL0506
1024244;8359751;BL0506;BL0506
1024244;8359752;BL0506;BL0506
1024244;8359753;BL0506;BL0506
1024244;8359754;BL0506;BL0506
1024244;8364111;BL0506;BL0506
336632;8332801;BL0506;BL0506
336632;8332802;BL0506;BL0506
336632;8332803;BL0506;BL0506
336632;8332804;BL0506;BL0506
336632;8337054;BL0506;BL0506
336632;8341161;BL0506;BL0506
336632;8345605;BL0506;BL0506
336632;8345606;BL0506;BL0506
336632;8345607;BL0506;BL0506
336632;8350013;BL0506;BL0506
336632;8350014;BL0506;BL0506
336632;8354676;BL0506;BL0506
336632;8359233;BL0506;BL0506
336632;8363559;BL0506;BL0506
336632;8363560;BL0506;BL0506
336633;8333350;BL0506;BL0506
336633;8333351;BL0506;BL0506
336633;8337551;BL0506;BL0506
336633;8337552;BL0506;BL0506
336633;8341726;BL0506;BL0506
336633;8346140;BL0506;BL0506
336633;8346141;BL0506;BL0506
336633;8346142;BL0506;BL0506
336633;8350521;BL0506;BL0506
336633;8350522;BL0506;BL0506
336633;8350523;BL0506;BL0506
336633;8355246;BL0506;BL0506
336633;8355247;BL0506;BL0506
336633;8355248;BL0506;BL0506
336633;8355249;BL0506;BL0506
336633;8359745;BL0506;BL0506
1273698;8343191;BL0506;BL0506
1273698;8347714;BL0506;BL0506
1273698;8361351;BL0506;BL0506
1273698;8361352;BL0506;BL0506
1273698;8361353;BL0506;BL0506
1273698;8365676;BL0506;BL0506
2759181;11337574;BL0506;BL0506
2759181;11337575;BL0506;BL0506
336629;8333328;BL0506;BL0506
336629;8333329;BL0506;BL0506
336629;8333330;BL0506;BL0506
2759183;8332796;BL0506;BL0506
2759183;8332797;BL0506;BL0506
2759183;8332798;BL0506;BL0506
2759183;8332799;BL0506;BL0506
2759183;8332800;BL0506;BL0506
2759183;8337050;BL0506;BL0506
2759183;8337051;BL0506;BL0506
2759183;8341159;BL0506;BL0506
2759183;8341160;BL0506;BL0506
2759183;8345601;BL0506;BL0506
2759183;8345603;BL0506;BL0506
2759183;8345604;BL0506;BL0506
2759183;8350007;BL0506;BL0506
2759183;8350008;BL0506;BL0506
2759183;8350009;BL0506;BL0506
2759183;8350010;BL0506;BL0506
2759183;8354671;BL0506;BL0506
2759183;8354672;BL0506;BL0506
2759183;8354673;BL0506;BL0506
2759183;8359231;BL0506;BL0506
2759183;8359232;BL0506;BL0506
2759183;8363554;BL0506;BL0506
2759183;8363555;BL0506;BL0506
2759183;8363556;BL0506;BL0506
2759183;8363557;BL0506;BL0506
2759183;8363558;BL0506;BL0506
2759183;10552586;BL0506;BL0506
2759186;11337578;BL0506;BL0506
2759186;11337579;BL0506;BL0506
2759186;11337580;BL0506;BL0506
2759186;11337581;BL0506;BL0506
2759186;11337582;BL0506;BL0506
2759186;11337583;BL0506;BL0506
2759186;11337584;BL0506;BL0506
336630;8332235;BL0506;BL0506
336630;8332236;BL0506;BL0506
336630;8336520;BL0506;BL0506
336630;8336521;BL0506;BL0506
336630;8340630;BL0506;BL0506
336630;8353651;BL0506;BL0506
336630;8363022;BL0506;BL0506
336806;11337586;BL0506;BL0506
336806;11337587;BL0506;BL0506
336806;11337588;BL0506;BL0506
336806;11337589;BL0506;BL0506
336806;11337590;BL0506;BL0506
336806;11337591;BL0506;BL0506
336806;11337592;BL0506;BL0506
336809;8333817;BL0506;BL0506
336809;8333818;BL0506;BL0506
336809;8333819;BL0506;BL0506
336809;8333820;BL0506;BL0506
336809;8338026;BL0506;BL0506
336809;8338027;BL0506;BL0506
336809;8342167;BL0506;BL0506
336809;8342168;BL0506;BL0506
336809;8342169;BL0506;BL0506
336809;8346625;BL0506;BL0506
336809;8350982;BL0506;BL0506
336809;8350983;BL0506;BL0506
336809;8355785;BL0506;BL0506
336809;8355786;BL0506;BL0506
336809;8355787;BL0506;BL0506
336809;8360219;BL0506;BL0506
336809;8360220;BL0506;BL0506
336809;8360221;BL0506;BL0506
336809;8360222;BL0506;BL0506
336809;8364635;BL0506;BL0506
336809;8364636;BL0506;BL0506
336809;8364637;BL0506;BL0506
336810;8337030;BL0506;BL0506
336810;8341122;BL0506;BL0506
336810;8345560;BL0506;BL0506
336810;8349975;BL0506;BL0506
336810;8349976;BL0506;BL0506
336815;8335373;BL0506;BL0506
336815;8339545;BL0506;BL0506
336815;8339546;BL0506;BL0506
336815;8339547;BL0506;BL0506
336815;8339548;BL0506;BL0506
336815;8343768;BL0506;BL0506
336815;8343769;BL0506;BL0506
336815;8357406;BL0506;BL0506
336815;8361880;BL0506;BL0506
336815;8366166;BL0506;BL0506
5579339;11337607;BL0506;BL0506
5579339;11337608;BL0506;BL0506
5579339;11337609;BL0506;BL0506
5579339;11337610;BL0506;BL0506
5579339;11337611;BL0506;BL0506
5579339;11337612;BL0506;BL0506
5579339;11337613;BL0506;BL0506
5579339;11337614;BL0506;BL0506
5579339;11337615;BL0506;BL0506
5579339;11337616;BL0506;BL0506
6462591;11337617;BL0506;BL0506
2759240;8334802;BL0506;BL0506
2759240;8339055;BL0506;BL0506
2759240;8339056;BL0506;BL0506
2759240;8343172;BL0506;BL0506
2759240;8343173;BL0506;BL0506
2759240;8351933;BL0506;BL0506
2759240;8351934;BL0506;BL0506
2759240;8351935;BL0506;BL0506
2759240;8356827;BL0506;BL0506
2759240;8365649;BL0506;BL0506
2759240;8365650;BL0506;BL0506
2759244;11337619;BL0506;BL0506
2759244;11337620;BL0506;BL0506
2759247;11337621;BL0506;BL0506
2759249;8334803;BL0506;BL0506
2759249;8339057;BL0506;BL0506
2759249;8343174;BL0506;BL0506
2759249;8356828;BL0506;BL0506
2759249;8356829;BL0506;BL0506
2759249;8361326;BL0506;BL0506
2759249;8361327;BL0506;BL0506
2759249;8365651;BL0506;BL0506
2759249;8365652;BL0506;BL0506
2759249;8365653;BL0506;BL0506
2759249;8365654;BL0506;BL0506
2759253;11337623;BL0506;BL0506
2759253;11337624;BL0506;BL0506
2759253;11337625;BL0506;BL0506
2759253;11337626;BL0506;BL0506
2759253;11337627;BL0506;BL0506
2759253;11337628;BL0506;BL0506
2759253;11337629;BL0506;BL0506
2759253;11337630;BL0506;BL0506
2759253;11337631;BL0506;BL0506
2759253;11337632;BL0506;BL0506
2759253;11337633;BL0506;BL0506
2759255;8332781;BL0506;BL0506
2759255;8341144;BL0506;BL0506
2759255;8345575;BL0506;BL0506
2759255;8345576;BL0506;BL0506
2759255;8345577;BL0506;BL0506
2759255;8349990;BL0506;BL0506
2759255;8354654;BL0506;BL0506
2759255;8354655;BL0506;BL0506
2759255;8354656;BL0506;BL0506
2759255;8359218;BL0506;BL0506
2759255;8359219;BL0506;BL0506
2759255;8359220;BL0506;BL0506
2759260;11337634;BL0506;BL0506
2759260;11337635;BL0506;BL0506
2759260;11337636;BL0506;BL0506
2759260;11337637;BL0506;BL0506
2759260;11337638;BL0506;BL0506
2759260;11337639;BL0506;BL0506
2759260;11337640;BL0506;BL0506
2759260;11337641;BL0506;BL0506
2759260;11337642;BL0506;BL0506
2759260;11337643;BL0506;BL0506
4346602;11337645;BL0506;BL0506
336816;10553317;BL0506;BL0506
336816;10556228;BL0506;BL0506
5579341;11337646;BL0506;BL0506
5579499;8334808;BL0506;BL0506
5579499;8334809;BL0506;BL0506
5579499;8334810;BL0506;BL0506
5579499;8334811;BL0506;BL0506
5579499;8334812;BL0506;BL0506
5579499;8339063;BL0506;BL0506
5579499;8339064;BL0506;BL0506
5579499;8339065;BL0506;BL0506
5579499;8339066;BL0506;BL0506
5579499;8339067;BL0506;BL0506
5579499;8343179;BL0506;BL0506
5579499;8343180;BL0506;BL0506
5579499;8343181;BL0506;BL0506
5579499;8343182;BL0506;BL0506
5579499;8347690;BL0506;BL0506
5579499;8347691;BL0506;BL0506
5579499;8347692;BL0506;BL0506
5579499;8347693;BL0506;BL0506
5579499;8347694;BL0506;BL0506
5579499;8351942;BL0506;BL0506
5579499;8351943;BL0506;BL0506
5579499;8356835;BL0506;BL0506
5579499;8356836;BL0506;BL0506
5579499;8356837;BL0506;BL0506
5579499;8361334;BL0506;BL0506
5579499;8361335;BL0506;BL0506
5579499;8365659;BL0506;BL0506
5579499;8365660;BL0506;BL0506
5579499;8365661;BL0506;BL0506
5579499;8365662;BL0506;BL0506
5579499;8365663;BL0506;BL0506
5579499;8365664;BL0506;BL0506
2763778;11337771;BL0506;BL0506
2763779;11337773;BL0506;BL0506
336805;11337774;BL0506;BL0506
336805;11337775;BL0506;BL0506
336805;11337776;BL0506;BL0506
336805;11337777;BL0506;BL0506
336805;11337778;BL0506;BL0506
336805;11337779;BL0506;BL0506
336805;11337780;BL0506;BL0506
336805;11337781;BL0506;BL0506
336805;11337782;BL0506;BL0506
336805;11337783;BL0506;BL0506
336805;11337784;BL0506;BL0506
336805;11337785;BL0506;BL0506
336805;11337786;BL0506;BL0506
336805;11337787;BL0506;BL0506
336805;11337788;BL0506;BL0506
336805;11337789;BL0506;BL0506
336805;11337790;BL0506;BL0506
336805;11337791;BL0506;BL0506
336805;11337792;BL0506;BL0506
813983;8333831;BL0506;BL0506
813983;8333832;BL0506;BL0506
813983;8333833;BL0506;BL0506
813983;8333834;BL0506;BL0506
813983;8346635;BL0506;BL0506
813983;8351002;BL0506;BL0506
813983;8351003;BL0506;BL0506
813983;8360236;BL0506;BL0506
813983;8364658;BL0506;BL0506
2763782;8333837;BL0506;BL0506
2763782;8338056;BL0506;BL0506
2763782;8338057;BL0506;BL0506
2763782;8342185;BL0506;BL0506
2763782;8342186;BL0506;BL0506
2763782;8351006;BL0506;BL0506
2763782;8360242;BL0506;BL0506
2763782;8364661;BL0506;BL0506
2763782;8364662;BL0506;BL0506
3939621;8338053;BL0506;BL0506
3939621;8338054;BL0506;BL0506
3939621;8338055;BL0506;BL0506
3939621;8342184;BL0506;BL0506
3939622;11337794;BL0506;BL0506
3939622;11337795;BL0506;BL0506
3939622;11337796;BL0506;BL0506
3939622;11337797;BL0506;BL0506
3939622;11337798;BL0506;BL0506
3939622;11337799;BL0506;BL0506
3939622;11337800;BL0506;BL0506
3939622;11337801;BL0506;BL0506
336639;8335406;BL0506;BL0506
336639;8335407;BL0506;BL0506
336639;8357438;BL0506;BL0506
336638;8334829;BL0506;BL0506
336638;8339085;BL0506;BL0506
336638;8339086;BL0506;BL0506
2763784;8333358;BL0506;BL0506
2763784;8337558;BL0506;BL0506
2763784;8341735;BL0506;BL0506
2763784;8355273;BL0506;BL0506
2763785;8338584;BL0506;BL0506
2763785;8347180;BL0506;BL0506
2763785;8347181;BL0506;BL0506
2763785;8365213;BL0506;BL0506
336640;8354697;BL0506;BL0506
336640;8359244;BL0506;BL0506
336640;8363583;BL0506;BL0506
336640;8363584;BL0506;BL0506
336637;10553436;BL0506;BL0506
336637;10553437;BL0506;BL0506
336637;10553638;BL0506;BL0506
336637;10553639;BL0506;BL0506
336637;10553828;BL0506;BL0506
336637;10553829;BL0506;BL0506
336637;10554016;BL0506;BL0506
336637;10554017;BL0506;BL0506
336637;10555295;BL0506;BL0506
336637;10555296;BL0506;BL0506
336645;10553446;BL0506;BL0506
336645;10553669;BL0506;BL0506
336645;10553670;BL0506;BL0506
336645;10553881;BL0506;BL0506
336645;10553882;BL0506;BL0506
336645;10554053;BL0506;BL0506
336645;10554054;BL0506;BL0506
336645;10554716;BL0506;BL0506
336645;10555300;BL0506;BL0506
336645;10555301;BL0506;BL0506
336646;10554799;BL0506;BL0506
336646;10554800;BL0506;BL0506
336646;10554881;BL0506;BL0506
336646;10554882;BL0506;BL0506
336646;10554946;BL0506;BL0506
336646;10554947;BL0506;BL0506
336646;10555013;BL0506;BL0506
336646;10555014;BL0506;BL0506
336646;10555798;BL0506;BL0506
336646;10555799;BL0506;BL0506
336644;8331673;BL0506;BL0506
336644;8331674;BL0506;BL0506
336644;8335945;BL0506;BL0506
336644;8340055;BL0506;BL0506
336644;8344465;BL0506;BL0506
336644;8348844;BL0506;BL0506
336644;8353014;BL0506;BL0506
336644;8353015;BL0506;BL0506
336644;8358077;BL0506;BL0506
336644;8358078;BL0506;BL0506
336644;8362385;BL0506;BL0506
336625;8339082;BL0507;BL0507
336625;8347712;BL0507;BL0507
336625;8347713;BL0507;BL0507
336625;8356851;BL0507;BL0507
336625;8356852;BL0507;BL0507
336625;8356853;BL0507;BL0507
336625;8365675;BL0507;BL0507
2759168;11337567;BL0507;BL0507
2759168;11337568;BL0507;BL0507
2759168;11337569;BL0507;BL0507
2759168;11337570;BL0507;BL0507
2759168;11337571;BL0507;BL0507
2759168;11337572;BL0507;BL0507
2759168;11337573;BL0507;BL0507
2759171;8334329;BL0507;BL0507
2759171;8334330;BL0507;BL0507
2759171;8334331;BL0507;BL0507
2759174;8342171;BL0507;BL0507
2759174;8355792;BL0507;BL0507
2759174;8364641;BL0507;BL0507
336626;8347688;BL0507;BL0507
336626;8347689;BL0507;BL0507
5567532;8337040;BL0507;BL0507
5567532;8341145;BL0507;BL0507
5567532;8342170;BL0507;BL0507
5567532;8345578;BL0507;BL0507
5567532;8355788;BL0507;BL0507
5567532;8359221;BL0507;BL0507
5567532;8360223;BL0507;BL0507
6525402;11337576;BL0507;BL0507
2759182;8346115;BL0507;BL0507
2759182;8350500;BL0507;BL0507
2759182;8355226;BL0507;BL0507
4344963;8333323;BL0507;BL0507
4344963;8333324;BL0507;BL0507
4344963;8333325;BL0507;BL0507
336628;8355781;BL0507;BL0507
336628;8355782;BL0507;BL0507
336628;8355783;BL0507;BL0507
336628;8355784;BL0507;BL0507
336631;8343773;BL0507;BL0507
336631;8343774;BL0507;BL0507
336631;8352449;BL0507;BL0507
336631;8352450;BL0507;BL0507
336631;8357409;BL0507;BL0507
336631;8357410;BL0507;BL0507
336631;8361882;BL0507;BL0507
336631;8366168;BL0507;BL0507
336631;8366169;BL0507;BL0507
2759189;11337594;BL0507;BL0507
2759189;11337595;BL0507;BL0507
2759193;8342166;BL0507;BL0507
2759193;8355780;BL0507;BL0507
2759193;8360218;BL0507;BL0507
2759194;8337532;BL0507;BL0507
2759194;8341710;BL0507;BL0507
2759194;8350499;BL0507;BL0507
2759194;8355225;BL0507;BL0507
2759196;8337028;BL0507;BL0507
2759196;8337029;BL0507;BL0507
2759196;8345559;BL0507;BL0507
2759196;8349974;BL0507;BL0507
2759196;8354632;BL0507;BL0507
2759196;8354633;BL0507;BL0507
2759196;8354634;BL0507;BL0507
2759196;8363525;BL0507;BL0507
1327499;8338016;BL0507;BL0507
1327499;8346615;BL0507;BL0507
1327499;8350959;BL0507;BL0507
1327499;8355763;BL0507;BL0507
1327499;8355764;BL0507;BL0507
2759197;8342648;BL0507;BL0507
2759197;8342649;BL0507;BL0507
2759197;8347118;BL0507;BL0507
2759197;8360723;BL0507;BL0507
2759197;8365136;BL0507;BL0507
336808;10551141;BL0507;BL0507
336808;10551152;BL0507;BL0507
336808;10551155;BL0507;BL0507
336808;10551156;BL0507;BL0507
336808;10551247;BL0507;BL0507
336808;10551256;BL0507;BL0507
336808;10551258;BL0507;BL0507
336808;10551259;BL0507;BL0507
336808;10551344;BL0507;BL0507
336808;10551351;BL0507;BL0507
336808;10551352;BL0507;BL0507
336808;10551353;BL0507;BL0507
336808;10551438;BL0507;BL0507
336808;10551439;BL0507;BL0507
336808;10551440;BL0507;BL0507
336808;10552813;BL0507;BL0507
336808;10552956;BL0507;BL0507
336808;10552959;BL0507;BL0507
336808;10552960;BL0507;BL0507
336808;10556176;BL0507;BL0507
336808;10556177;BL0507;BL0507
336808;10557416;BL0507;BL0507
336814;8339510;BL0507;BL0507
336814;8339511;BL0507;BL0507
336814;8343724;BL0507;BL0507
336814;8348174;BL0507;BL0507
336814;8352402;BL0507;BL0507
336814;8352403;BL0507;BL0507
336814;8352404;BL0507;BL0507
336814;8361835;BL0507;BL0507
5579338;11337596;BL0507;BL0507
5579338;11337597;BL0507;BL0507
5579338;11337598;BL0507;BL0507
5579338;11337599;BL0507;BL0507
5579338;11337600;BL0507;BL0507
5579338;11337601;BL0507;BL0507
5579338;11337602;BL0507;BL0507
5579338;11337603;BL0507;BL0507
2759224;8334275;BL0507;BL0507
2759224;8342630;BL0507;BL0507
2759224;8342631;BL0507;BL0507
2759224;8351436;BL0507;BL0507
2759224;8356256;BL0507;BL0507
2759224;8365125;BL0507;BL0507
2759226;8334276;BL0507;BL0507
2759226;8338512;BL0507;BL0507
2759226;8342632;BL0507;BL0507
2759226;8342633;BL0507;BL0507
2759226;8351437;BL0507;BL0507
2759226;8360706;BL0507;BL0507
2759229;8334777;BL0507;BL0507
2759229;8334778;BL0507;BL0507
2759229;8347655;BL0507;BL0507
2759229;8351908;BL0507;BL0507
2759229;8356803;BL0507;BL0507
2759229;8361294;BL0507;BL0507
2759233;8334290;BL0507;BL0507
2759233;8334291;BL0507;BL0507
2759233;8334292;BL0507;BL0507
2759236;8332197;BL0507;BL0507
2759236;8332198;BL0507;BL0507
2759236;8332199;BL0507;BL0507
2759236;8332200;BL0507;BL0507
2759236;8332201;BL0507;BL0507
2759236;8336489;BL0507;BL0507
2759236;8336490;BL0507;BL0507
2759236;8336491;BL0507;BL0507
2759236;8340599;BL0507;BL0507
2759236;8340600;BL0507;BL0507
2759236;8340601;BL0507;BL0507
2759236;8345059;BL0507;BL0507
2759236;8345060;BL0507;BL0507
2759236;8345061;BL0507;BL0507
2759236;8349420;BL0507;BL0507
2759236;8349421;BL0507;BL0507
2759236;8349422;BL0507;BL0507
2759236;8349423;BL0507;BL0507
2759236;8349424;BL0507;BL0507
2759236;8353615;BL0507;BL0507
2759236;8353616;BL0507;BL0507
2759236;8353617;BL0507;BL0507
2759236;8358648;BL0507;BL0507
4060716;11337605;BL0507;BL0507
336811;8342142;BL0507;BL0507
4346599;8340594;BL0507;BL0507
4346599;8340595;BL0507;BL0507
4346599;8353612;BL0507;BL0507
4346599;8363003;BL0507;BL0507
2763870;10555322;BL0507;BL0507
4153963;8347115;BL0507;BL0507
4153963;8347116;BL0507;BL0507
4153963;8351444;BL0507;BL0507
2763876;8339022;BL0507;BL0507
2763876;8351911;BL0507;BL0507
2763876;8351912;BL0507;BL0507
2763876;8356804;BL0507;BL0507
2763877;8332202;BL0507;BL0507
2763877;8336492;BL0507;BL0507
2763877;8336493;BL0507;BL0507
2763877;8340602;BL0507;BL0507
2763877;8349425;BL0507;BL0507
2763877;8358649;BL0507;BL0507
336636;8332203;BL0507;BL0507
336636;8332204;BL0507;BL0507
336636;8336494;BL0507;BL0507
336636;8349426;BL0507;BL0507
336635;8332738;BL0507;BL0507
336635;8332739;BL0507;BL0507
336635;8332740;BL0507;BL0507
336635;8337008;BL0507;BL0507
336635;8341095;BL0507;BL0507
336635;8341096;BL0507;BL0507
336635;8341097;BL0507;BL0507
336635;8345545;BL0507;BL0507
336635;8349953;BL0507;BL0507
336635;8349954;BL0507;BL0507
336635;8354610;BL0507;BL0507
336635;8354611;BL0507;BL0507
336635;8359190;BL0507;BL0507
336635;8359191;BL0507;BL0507
336635;8363497;BL0507;BL0507
336635;8363498;BL0507;BL0507
336635;8363499;BL0507;BL0507
2763881;8337012;BL0507;BL0507
2763881;8341099;BL0507;BL0507
2763881;8341100;BL0507;BL0507
2763881;8341101;BL0507;BL0507
2763881;8345546;BL0507;BL0507
2763881;8345547;BL0507;BL0507
2763881;8354612;BL0507;BL0507
2763881;8354613;BL0507;BL0507
2763881;8359194;BL0507;BL0507
2763882;8338017;BL0507;BL0507
2763882;8350961;BL0507;BL0507
2763882;8350962;BL0507;BL0507
2763882;8355765;BL0507;BL0507
2763882;8355766;BL0507;BL0507
2763882;8355767;BL0507;BL0507
2763885;8335376;BL0507;BL0507
2763885;8339549;BL0507;BL0507
2763885;8343771;BL0507;BL0507
2763885;8343772;BL0507;BL0507
2763885;8366167;BL0507;BL0507
4344959;11337748;BL0507;BL0507
6382973;11337749;BL0507;BL0507
336642;10555728;BL0507;BL0507
3939677;8331637;BL0507;BL0507
3939677;8331638;BL0507;BL0507
3939677;8331639;BL0507;BL0507
3939677;8331640;BL0507;BL0507
3939677;8335921;BL0507;BL0507
3939677;8340007;BL0507;BL0507
3939677;8340008;BL0507;BL0507
3939677;8348806;BL0507;BL0507
3939677;8352988;BL0507;BL0507
3939677;8352989;BL0507;BL0507
3939677;8352990;BL0507;BL0507
3939677;8362349;BL0507;BL0507
2768190;8331641;BL0507;BL0507
2768190;8331642;BL0507;BL0507
2768190;8352991;BL0507;BL0507
2768190;8358044;BL0507;BL0507
2768190;8362351;BL0507;BL0507
2768192;8348808;BL0507;BL0507
2768192;8348809;BL0507;BL0507
2768192;8348810;BL0507;BL0507
2768192;8348811;BL0507;BL0507
3939678;8331643;BL0507;BL0507
3939678;8340012;BL0507;BL0507
3939678;8340013;BL0507;BL0507
3939678;8348813;BL0507;BL0507
3939678;8348814;BL0507;BL0507
3939678;8358046;BL0507;BL0507
3939678;8358047;BL0507;BL0507
3939678;8362354;BL0507;BL0507
3939678;8362355;BL0507;BL0507
2768195;11337622;BL0507;BL0507
2768196;8333821;BL0507;BL0507
2768196;8355791;BL0507;BL0507
2768196;8364638;BL0507;BL0507
2768196;8364639;BL0507;BL0507
2768196;8364640;BL0507;BL0507
2768198;8360770;BL0507;BL0507
2768198;8360771;BL0507;BL0507
2768198;8360772;BL0507;BL0507
2768199;8339563;BL0507;BL0507
2768199;8343787;BL0507;BL0507
2768199;8352468;BL0507;BL0507
2768199;8352469;BL0507;BL0507
2768199;8366190;BL0507;BL0507
336643;11337618;BL0507;BL0507
5579597;10556211;BL0507;BL0507
5579597;10556219;BL0507;BL0507
3923032;8332805;BL0508;BL0508
76560;8336564;BL0508;BL0508
76554;8335934;BL0508;BL0508
76545;8336260;BL0509;BL0509
76545;8340402;BL0509;BL0509
76545;8344862;BL0509;BL0509
76545;8344863;BL0509;BL0509
76545;8344864;BL0509;BL0509
76545;8349215;BL0509;BL0509
76545;8353402;BL0509;BL0509
2758790;8335065;BL0509;BL0509
2758790;8339339;BL0509;BL0509
2758790;8339340;BL0509;BL0509
2758790;8339341;BL0509;BL0509
2758790;8357138;BL0509;BL0509
2758790;8357139;BL0509;BL0509
2758790;8357140;BL0509;BL0509
2758790;8357141;BL0509;BL0509
2758790;8357142;BL0509;BL0509
2758790;8361617;BL0509;BL0509
2758790;8365934;BL0509;BL0509
76547;8335064;BL0509;BL0509
76547;8343491;BL0509;BL0509
